"X","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
6594526,2008,12,22,1,1848,1759,1952,1849,"YV",7086,"N75994",64,50,23,63,49,"ORD","MKE",67,11,30,0,"N",0,63,0,0,0,0
4537062,2008,8,2,6,908,855,1310,1305,"WN",583,"N510SW",122,130,107,5,13,"LAS","MAF",796,3,12,0,"N",0,NA,NA,NA,NA,NA
4246335,2008,8,6,3,1957,1825,2335,2140,"WN",618,"N638SW",158,135,123,115,92,"SMF","DEN",910,23,12,0,"N",0,0,0,115,0,0
3248765,2008,6,1,7,1256,1215,1823,1746,"UA",1428,"N444UA",207,211,189,37,41,"DEN","MCO",1545,5,13,0,"N",0,37,0,0,0,0
2484078,2008,5,6,2,1813,1545,2121,1835,"XE",2001,"N11106",188,170,142,166,148,"IAH","MSP",1034,5,41,0,"N",0,148,0,18,0,0
4027921,2008,7,20,7,1815,1745,1920,1900,"MQ",4178,"N621AE",125,135,103,20,30,"RIC","ORD",642,5,17,0,"N",0,0,0,0,0,20
4339069,2008,8,6,3,1243,1225,1258,1239,"XE",2866,"N13949",75,74,60,19,18,"CLE","MKE",328,4,11,0,"N",0,3,0,1,0,15
3832253,2008,7,21,1,2354,2330,818,730,"UA",56,"N803UA",324,300,301,48,24,"LAX","IAD",2288,8,15,0,"N",0,0,0,24,0,24
2781388,2008,5,23,5,1436,1420,1619,1610,"MQ",3605,"N836AE",103,110,84,9,16,"DFW","PNS",604,3,16,0,"N",0,NA,NA,NA,NA,NA
1698575,2008,3,14,5,1615,1540,1843,1740,"AA",1762,"N3BWAA",148,120,99,63,35,"MIA","ATL",595,10,39,0,"N",0,2,0,28,0,33
6559513,2008,12,27,6,1005,920,1214,1133,"XE",2954,"N16911",69,73,53,41,45,"MKE","CLE",328,4,12,0,"N",0,0,41,0,0,0
652632,2008,2,17,7,1828,1605,2029,1825,"WN",1740,"N637SW",121,140,108,124,143,"GEG","LAS",806,4,9,0,"N",0,0,0,0,0,124
399143,2008,1,31,4,808,755,904,850,"MQ",3890,"N681AE",56,55,39,14,13,"DAL","AUS",189,7,10,0,"N",0,NA,NA,NA,NA,NA
3019900,2008,6,10,2,717,705,813,805,"WN",964,"N332SW",56,60,45,8,12,"DAL","SAT",248,1,10,0,"N",0,NA,NA,NA,NA,NA
142351,2008,1,19,6,944,935,1019,1010,"YV",1011,"N651BR",35,35,22,9,9,"HNL","OGG",100,4,9,0,"N",0,NA,NA,NA,NA,NA
1012750,2008,2,9,6,1538,1532,1756,1822,"NW",485,"N529US",138,170,123,-26,6,"TPA","DTW",983,5,10,0,"N",0,NA,NA,NA,NA,NA
965387,2008,2,10,7,1335,1325,1442,1440,"MQ",3105,"N821AE",67,75,47,2,10,"LAX","LAS",236,6,14,0,"N",0,NA,NA,NA,NA,NA
2112591,2008,4,27,7,1321,1305,1307,1258,"EV",4356,"N877AS",46,53,31,9,16,"ATL","HSV",151,4,11,0,"N",0,NA,NA,NA,NA,NA
1139461,2008,2,22,5,1458,1230,1741,1524,"CO",1519,"N32626",163,174,128,137,148,"TPA","EWR",998,11,24,0,"N",0,0,0,8,0,129
2591094,2008,5,22,4,1703,1655,1833,1819,"OO",6142,"N766SK",90,84,69,14,8,"SNA","SFO",372,4,17,0,"N",0,NA,NA,NA,NA,NA
5521920,2008,10,29,3,1441,1429,1600,1600,"YV",7163,"N75998",79,91,54,0,12,"CLE","IAD",288,6,19,0,"N",0,NA,NA,NA,NA,NA
1180510,2008,3,4,2,2230,2115,2245,2135,"WN",3930,"N900WN",75,80,67,70,75,"PHX","BUR",369,3,5,0,"N",0,1,0,0,0,69
6041818,2008,11,15,6,1737,1440,2114,1805,"XE",2538,"N11150",157,145,117,189,177,"STL","EWR",872,6,34,0,"N",0,0,0,189,0,0
1211008,2008,3,13,4,2131,2100,2303,2230,"WN",1832,"N756SA",92,90,79,33,31,"SAN","OAK",446,5,8,0,"N",0,0,0,2,0,31
4813605,2008,8,11,1,1046,1014,1335,1154,"CO",525,"N73283",169,100,60,101,32,"EWR","CLE",404,4,105,0,"N",0,0,32,69,0,0
4749073,2008,8,12,2,1653,1629,2001,1959,"AA",1629,"N062AA",188,210,147,2,24,"JFK","MIA",1090,11,30,0,"N",0,NA,NA,NA,NA,NA
3745228,2008,7,10,4,1939,1916,2116,2057,"YV",7134,"N508MJ",97,101,75,19,23,"PWM","IAD",494,6,16,0,"N",0,0,0,0,0,19
668867,2008,2,22,5,932,905,1145,1115,"WN",1412,"N327SW",133,130,122,30,27,"BNA","HOU",670,3,8,0,"N",0,0,0,3,0,27
2664725,2008,5,16,5,638,630,1525,1439,"US",716,"N181UW",347,309,305,46,8,"LAX","PHL",2401,5,37,0,"N",0,0,0,46,0,0
6530000,2008,12,23,2,2056,1750,150,2255,"WN",840,"N687SW",174,185,160,175,186,"LAX","HOU",1390,5,9,0,"N",0,26,0,0,0,149
4136616,2008,7,28,1,1623,1535,1821,1735,"AA",1762,"N3BCAA",118,120,90,46,48,"MIA","ATL",595,13,15,0,"N",0,5,0,0,0,41
922855,2008,2,27,3,925,850,1104,1030,"EV",4604,"N980EV",99,100,64,34,35,"ATL","ORF",516,3,32,0,"N",0,34,0,0,0,0
3473264,2008,6,13,5,1951,1940,2109,2055,"9E",5965,"80349E",78,75,52,14,11,"MEM","XNA",258,7,19,0,"N",0,NA,NA,NA,NA,NA
1615258,2008,3,13,4,1956,1910,29,2340,"NW",568,"N338NW",213,210,189,49,46,"MSP","MIA",1501,10,14,0,"N",0,46,0,3,0,0
3393081,2008,6,30,1,603,555,740,725,"MQ",3738,"N941LT",157,150,132,15,8,"GSP","DFW",862,15,10,0,"N",0,8,0,7,0,0
1622383,2008,3,29,6,1030,850,1243,1059,"NW",957,"N334NW",253,249,227,104,100,"MEM","LAX",1619,13,13,0,"N",0,4,0,4,0,96
91562,2008,1,31,4,1123,1100,1223,1155,"WN",20,"N527SW",60,55,41,28,23,"HOU","DAL",239,3,16,0,"N",0,7,0,5,0,16
5365223,2008,9,11,4,1145,1125,1453,1435,"CO",73,"N76065",488,490,465,18,20,"IAH","HNL",3904,4,19,0,"N",0,18,0,0,0,0
2341853,2008,4,29,2,2204,2105,108,2351,"B6",369,"N615JB",184,166,147,77,59,"LGA","PBI",1035,3,34,0,"N",0,0,0,18,0,59
6647915,2008,12,14,7,1741,1704,1942,1819,"OO",6095,"N465SW",181,135,112,83,37,"SLC","SFO",599,28,41,0,"N",0,0,0,46,0,37
4751407,2008,8,15,5,2014,1820,145,2355,"AA",1716,"N258AA",211,215,184,110,114,"LAX","STL",1593,4,23,0,"N",0,3,0,0,0,107
4017732,2008,7,31,4,1203,1155,1315,1305,"MQ",3797,"N647AE",72,70,49,10,8,"DFW","HOU",247,4,19,0,"N",0,NA,NA,NA,NA,NA
4458352,2008,8,11,1,1924,1843,2145,2104,"UA",127,"N419UA",261,261,234,41,41,"ORD","LAX",1745,12,15,0,"N",0,10,0,0,0,31
1107476,2008,2,4,1,2117,2045,15,2330,"AS",211,"N309AS",178,165,157,45,32,"LAX","SEA",954,6,15,0,"N",0,32,0,13,0,0
4343014,2008,8,5,2,1616,1600,1831,1822,"XE",3004,"N18982",75,82,48,9,16,"MKE","CLE",328,6,21,0,"N",0,NA,NA,NA,NA,NA
3003620,2008,6,5,4,1850,1805,2104,2035,"WN",1831,"N680AA",134,150,122,29,45,"HOU","MDW",937,4,8,0,"N",0,8,0,0,0,21
2325320,2008,4,30,3,1905,1810,2011,1906,"AS",191,"N309AS",66,56,51,65,55,"ANC","FAI",261,3,12,0,"N",0,6,0,10,0,49
3340095,2008,6,5,4,1044,1031,1401,1344,"F9",263,"N906FR",137,133,120,17,13,"SNA","DEN",846,6,11,0,"N",0,0,0,4,0,13
1996968,2008,4,13,7,748,640,935,829,"OO",6815,"N715SK",47,49,26,66,68,"ORD","GRR",137,4,17,0,"N",0,66,0,0,0,0
1955945,2008,4,1,2,1126,1115,1252,1235,"OO",3752,"N431SW",86,80,53,17,11,"SLC","BZN",347,5,28,0,"N",0,11,0,6,0,0
6245690,2008,11,5,3,1015,1005,1117,1110,"EV",5644,"N879AS",62,65,36,7,10,"CAE","ATL",191,13,13,0,"N",0,NA,NA,NA,NA,NA
1145064,2008,2,7,4,732,700,1033,935,"CO",627,"N61304",241,215,214,58,32,"BWI","IAH",1235,5,22,0,"N",0,32,0,26,0,0
3066507,2008,6,24,2,1113,1050,1350,1335,"WN",267,"N699SW",97,105,84,15,23,"BNA","MCO",616,1,12,0,"N",0,15,0,0,0,0
2374791,2008,4,5,6,1117,1100,1253,1228,"DL",1739,"N978DL",96,88,64,25,17,"ATL","MLB",443,7,25,0,"N",0,6,0,8,0,11
2137880,2008,4,1,2,2243,2022,51,2244,"FL",629,"N336AT",128,142,116,127,141,"MCO","PHL",861,3,9,0,"N",0,0,0,0,0,127
1762187,2008,3,19,3,1512,1325,1806,1627,"CO",1526,"N34137",174,182,150,99,107,"MCO","EWR",938,13,11,0,"N",0,0,0,0,0,99
2774069,2008,5,14,3,1318,1210,1413,1307,"MQ",3311,"N219AE",55,57,27,66,68,"DFW","SPS",113,10,18,0,"N",0,66,0,0,0,0
1641404,2008,3,31,1,2111,2104,2222,2225,"9E",2970,"84169E",71,81,50,-3,7,"DTW","LEX",296,9,12,0,"N",0,NA,NA,NA,NA,NA
5621328,2008,10,3,5,1414,1312,1529,1426,"US",535,"N819AW",75,74,45,63,62,"LAS","PHX",256,7,23,0,"N",0,62,0,1,0,0
2182422,2008,4,15,2,1725,1700,1853,1820,"MQ",3809,"N685AE",88,80,61,33,25,"DFW","JAN",408,4,23,0,"N",0,25,0,8,0,0
3094879,2008,6,9,1,2013,1941,2131,2124,"XE",7657,"N14907",78,103,64,7,32,"SLC","ABQ",493,5,9,0,"N",0,NA,NA,NA,NA,NA
5664787,2008,10,16,4,1311,1300,2037,2040,"DL",1056,"N609DL",266,280,238,-3,11,"SEA","ATL",2182,7,21,0,"N",0,NA,NA,NA,NA,NA
5860238,2008,10,29,3,1343,1210,1443,1310,"AA",1672,"N3CNAA",60,60,42,93,93,"DFW","TUL",237,3,15,0,"N",0,93,0,0,0,0
6964509,2008,12,20,6,953,905,1307,1206,"B6",41,"N709JB",194,181,144,61,48,"JFK","MCO",944,9,41,0,"N",0,0,17,13,0,31
1089628,2008,2,23,6,2020,1955,2339,2325,"AA",1750,"N5FLAA",139,150,121,14,25,"ORD","MCO",1005,5,13,0,"N",0,NA,NA,NA,NA,NA
1976587,2008,4,26,6,2127,1955,44,2246,"OO",5867,"N776SK",197,171,152,118,92,"ORD","SAT",1041,5,40,0,"N",0,0,0,26,0,92
472893,2008,1,30,3,1749,1659,1900,1815,"9E",5844,"85169E",71,76,46,45,50,"DTW","ELM",331,2,23,0,"N",0,0,0,0,0,45
6225158,2008,11,18,2,1510,1445,1515,1507,"EV",4963,"N717EV",65,82,49,8,25,"ATL","GPT",352,3,13,0,"N",0,NA,NA,NA,NA,NA
757723,2008,2,18,1,1400,1335,1535,1502,"OH",4945,"N594SW",155,147,128,33,25,"CVG","OKC",756,8,19,0,"N",0,25,0,8,0,0
587369,2008,1,21,1,1348,1330,1644,1638,"CO",301,"N17128",176,188,152,6,18,"EWR","FLL",1065,5,19,0,"N",0,NA,NA,NA,NA,NA
1671194,2008,3,28,5,1528,1355,1819,1655,"AA",626,"N560AA",171,180,147,84,93,"FLL","LGA",1076,8,16,0,"N",0,0,0,82,0,2
2894565,2008,5,24,6,609,600,704,700,"AA",1322,"N467AA",55,60,43,4,9,"TUL","DFW",237,3,9,0,"N",0,NA,NA,NA,NA,NA
2824208,2008,5,11,7,1713,1707,1930,1900,"NW",648,"N8944E",137,113,91,30,6,"DTW","EWR",487,8,38,0,"N",0,6,0,24,0,0
6857870,2008,12,21,7,2222,2130,31,2325,"NW",399,"N331NW",249,235,232,66,52,"MSP","SMF",1518,4,13,0,"N",0,0,22,14,0,30
5403898,2008,10,9,4,1941,1850,2236,2155,"WN",1434,"N606SW",175,185,160,41,51,"BDL","TPA",1111,5,10,0,"N",0,10,0,0,0,31
4304616,2008,8,24,7,1816,1740,2057,2030,"WN",1270,"N738CB",101,110,91,27,36,"LAX","ELP",714,3,7,0,"N",0,19,0,0,0,8
5019159,2008,9,18,4,1551,1545,1721,1710,"OO",2677,"N494CA",90,85,70,11,6,"MKE","OMA",426,4,16,0,"N",0,NA,NA,NA,NA,NA
3478678,2008,6,9,1,1955,1925,2120,2055,"AA",363,"N503AA",145,150,105,25,30,"LGA","ORD",733,7,33,0,"N",0,0,0,11,0,14
3536923,2008,6,29,7,1859,1821,2002,1918,"AS",101,"N799AS",63,57,40,44,38,"ANC","FAI",261,5,18,0,"N",0,0,0,6,0,38
4558354,2008,8,26,2,1717,1537,1923,1741,"EV",4216,"N855AS",66,64,32,102,100,"MGM","ATL",147,24,10,0,"N",0,100,0,2,0,0
1770226,2008,3,1,6,940,849,1111,1032,"DL",1457,"N931DL",151,163,125,39,51,"ATL","SAT",874,6,20,0,"N",0,37,0,0,0,2
6897564,2008,12,23,2,1741,1720,2102,2045,"AA",181,"N327AA",381,385,346,17,21,"JFK","LAX",2475,16,19,0,"N",0,17,0,0,0,0
3007593,2008,6,6,5,1808,1740,1914,1845,"WN",1923,"N353SW",66,65,53,29,28,"LAX","SJC",308,2,11,0,"N",0,0,0,7,0,22
3643357,2008,7,14,1,1653,1645,2003,1955,"WN",558,"N277WN",130,130,111,8,8,"SAN","DEN",853,6,13,0,"N",0,NA,NA,NA,NA,NA
1212436,2008,3,14,5,1222,1200,1527,1515,"WN",140,"N489WN",125,135,109,12,22,"DEN","MDW",895,2,14,0,"N",0,NA,NA,NA,NA,NA
3783525,2008,7,2,3,1436,1429,1627,1558,"OO",5887,"N926SW",171,149,118,29,7,"HPN","ORD",738,4,49,0,"N",0,0,0,29,0,0
3563733,2008,6,25,3,1521,1407,2123,1959,"CO",430,"N15710",242,232,221,84,74,"SFO","IAH",1635,4,17,0,"N",0,0,31,10,0,43
6270061,2008,11,25,2,845,830,1109,1105,"FL",326,"N965AT",144,155,115,4,15,"LGA","ATL",761,10,19,0,"N",0,NA,NA,NA,NA,NA
2287839,2008,4,25,5,1427,1410,1607,1515,"AA",1282,"N561AA",100,65,56,52,17,"DFW","SAT",247,3,41,0,"N",0,0,0,35,0,17
3967806,2008,7,26,6,834,825,930,917,"F9",765,"N928FR",116,112,90,13,9,"DEN","LAS",629,12,14,0,"N",0,NA,NA,NA,NA,NA
4174271,2008,7,19,6,1819,1720,2024,1855,"B6",134,"N652JB",125,95,50,89,59,"JFK","ROC",264,5,70,0,"N",0,4,0,30,0,55
199245,2008,1,19,6,1933,1837,2002,1909,"OO",6751,"N924SW",89,92,48,53,56,"DAY","ORD",240,23,18,0,"N",0,0,0,0,0,53
5176550,2008,9,25,4,1332,1309,1545,1517,"FL",443,"N278AT",133,128,118,28,23,"TPA","BWI",842,5,10,0,"N",0,0,0,5,0,23
1938653,2008,4,28,1,950,940,1122,1110,"YV",2922,"N27191",92,90,72,12,10,"SBA","PHX",455,10,10,0,"N",0,NA,NA,NA,NA,NA
3978906,2008,7,13,7,2209,2040,2307,2135,"FL",538,"N309AT",238,235,214,92,89,"ATL","PHX",1587,3,21,0,"N",0,0,0,3,0,89
578593,2008,1,6,7,2121,2110,2345,2331,"CO",1763,"N78501",264,261,229,14,11,"IAH","SFO",1635,9,26,0,"N",0,NA,NA,NA,NA,NA
2530147,2008,5,17,6,912,835,1020,948,"YV",7139,"N77181",68,73,37,32,37,"IAD","RDU",224,8,23,0,"N",0,32,0,0,0,0
3029326,2008,6,12,4,2121,2110,2235,2225,"WN",2621,"N409WN",74,75,58,10,11,"SMF","ONT",389,4,12,0,"N",0,NA,NA,NA,NA,NA
299105,2008,1,2,3,1919,1845,2130,2100,"WN",500,"N642WN",71,75,62,30,34,"ELP","SAT",496,3,6,0,"N",0,14,0,0,0,16
1840086,2008,4,18,5,2000,1950,2204,2200,"WN",39,"N325SW",64,70,52,4,10,"BNA","CMH",338,4,8,0,"N",0,NA,NA,NA,NA,NA
3012450,2008,6,8,7,1651,1630,1920,1915,"WN",2667,"N513SW",89,105,78,5,21,"ABQ","DAL",580,4,7,0,"N",0,NA,NA,NA,NA,NA
5312346,2008,9,8,1,2108,1920,2222,2045,"AA",1964,"N4YAAA",74,85,56,97,108,"MCI","ORD",403,10,8,0,"N",0,0,0,23,0,74
1429789,2008,3,25,2,1916,1854,9,2359,"UA",1218,"N551UA",173,185,158,10,22,"DEN","IAD",1452,5,10,0,"N",0,NA,NA,NA,NA,NA
1797093,2008,4,5,6,715,705,839,830,"WN",2579,"N301SW",84,85,70,9,10,"DTW","BWI",408,4,10,0,"N",0,NA,NA,NA,NA,NA
4646466,2008,8,1,5,1236,1205,1449,1420,"MQ",4131,"N516AE",73,75,49,29,31,"ORD","CLE",316,7,17,0,"N",0,0,0,3,0,26
4344332,2008,8,20,3,1711,1701,1836,1830,"XE",2266,"N16961",85,89,49,6,10,"BUF","EWR",282,8,28,0,"N",0,NA,NA,NA,NA,NA
6629806,2008,12,22,1,847,836,1009,940,"OO",4893,"N410SW",142,124,101,29,11,"SLC","SJC",585,6,35,0,"N",0,11,0,18,0,0
608843,2008,2,3,7,1557,1500,1754,1620,"WN",1253,"N640SW",117,80,73,94,57,"SAN","SJC",417,4,40,0,"N",0,3,0,37,0,54
2383395,2008,4,12,6,1009,1000,1121,1110,"DL",1708,"N905DL",72,70,42,11,9,"ATL","CLT",227,7,23,0,"N",0,NA,NA,NA,NA,NA
2503492,2008,5,28,3,2108,2045,2300,2248,"XE",3033,"N11109",172,183,154,12,23,"CLE","AUS",1174,5,13,0,"N",0,NA,NA,NA,NA,NA
6986145,2008,12,11,4,805,715,1131,1010,"CO",292,"N57868",206,175,149,81,50,"EWR","MCO",938,8,49,0,"N",0,50,0,31,0,0
5600623,2008,10,23,4,1646,1637,1739,1739,"UA",625,"N933UA",113,122,94,0,9,"DCA","ORD",612,6,13,0,"N",0,NA,NA,NA,NA,NA
980257,2008,2,21,4,1359,1340,1512,1450,"MQ",3798,"N941LT",73,70,44,22,19,"HOU","DFW",247,13,16,0,"N",0,0,1,3,0,18
3233926,2008,6,10,2,2033,2005,2150,2127,"UA",597,"N905UA",77,82,58,23,28,"ORD","MSP",334,4,15,0,"N",0,0,10,0,0,13
1640700,2008,3,13,4,1507,1435,1644,1602,"9E",2948,"89389E",97,87,61,42,32,"SDF","DTW",306,8,28,0,"N",0,0,0,10,0,32
6951305,2008,12,22,1,1713,1630,1938,1839,"AS",316,"N771AS",145,129,99,59,43,"SEA","SFO",679,10,36,0,"N",0,43,0,16,0,0
3931609,2008,7,30,3,1911,1840,2210,2140,"DL",799,"N975DL",119,120,89,30,31,"ORD","ATL",606,6,24,0,"N",0,0,0,0,0,30
6961344,2008,12,14,7,1840,1830,2309,2232,"B6",173,"N561JB",449,422,373,37,10,"JFK","SJC",2569,6,70,0,"N",0,0,0,27,0,10
2987650,2008,5,11,7,1226,1205,1531,1517,"DL",1844,"N979DL",185,192,160,14,21,"RSW","BOS",1249,7,18,0,"N",0,NA,NA,NA,NA,NA
6280572,2008,11,26,3,1133,1115,1229,1205,"MQ",3045,"N823MQ",56,50,32,24,18,"LAX","SAN",109,7,17,0,"N",0,18,0,6,0,0
972621,2008,2,1,5,748,740,1101,1050,"MQ",3457,"N668HH",133,130,109,11,8,"DFW","CVG",812,4,20,0,"N",0,NA,NA,NA,NA,NA
3505676,2008,6,5,4,2116,1935,2346,2105,"AA",1521,"N440AA",270,210,237,161,101,"ORD","TUS",1437,4,29,0,"N",0,22,0,60,0,79
3082966,2008,6,28,6,2112,2025,2325,2245,"WN",480,"N634SW",133,140,114,40,47,"TPA","BWI",842,4,15,0,"N",0,3,0,0,0,37
3222291,2008,6,5,4,2146,2132,115,51,"UA",258,"N821UA",149,139,127,24,14,"DEN","ORD",888,9,13,0,"N",0,14,0,10,0,0
1741044,2008,3,29,6,1102,1055,1401,1358,"B6",464,"N543JB",179,183,163,3,7,"RSW","BOS",1249,4,12,0,"N",0,NA,NA,NA,NA,NA
3343506,2008,6,17,2,1917,1900,2340,2335,"F9",360,"N907FR",143,155,125,5,17,"DEN","SDF",1023,6,12,0,"N",0,NA,NA,NA,NA,NA
5388905,2008,10,4,6,1547,1510,1654,1630,"WN",2349,"N392SW",67,80,57,24,37,"MCI","MDW",405,3,7,0,"N",0,0,0,0,0,24
3911314,2008,7,31,4,1613,1531,2350,2331,"US",16,"N653AW",277,300,262,19,42,"PHX","JFK",2153,4,11,0,"N",0,4,0,0,0,15
3978969,2008,7,13,7,2343,2025,55,2147,"FL",143,"N344AT",72,82,56,188,198,"ATL","TPA",406,7,9,0,"N",0,188,0,0,0,0
2428380,2008,5,15,4,1447,1440,1609,1605,"WN",2704,"N917WN",82,85,69,4,7,"BUR","PHX",369,6,7,0,"N",0,NA,NA,NA,NA,NA
2843959,2008,5,9,5,1925,1840,2100,2005,"9E",2006,"91709E",155,145,117,55,45,"ATL","HOU",696,6,32,0,"N",0,0,0,10,0,45
3154746,2008,6,13,5,2155,2055,2340,2240,"OH",5456,"N655CA",105,105,84,60,60,"CVG","JAX",614,8,13,0,"N",0,60,0,0,0,0
2641630,2008,5,6,2,1206,1200,1310,1315,"UA",1515,"N494UA",124,135,109,-5,6,"DEN","RNO",804,5,10,0,"N",0,NA,NA,NA,NA,NA
1922207,2008,4,6,7,1644,1630,1819,1755,"YV",7318,"N456YV",95,85,71,24,14,"GCC","DEN",313,3,21,0,"N",0,24,0,0,0,0
171219,2008,1,2,3,1959,1950,2045,2033,"OO",3996,"N411SW",106,103,75,12,9,"SLC","PSC",521,7,24,0,"N",0,NA,NA,NA,NA,NA
1949340,2008,4,20,7,2010,2000,2106,2106,"OH",5018,"N442CA",56,66,39,0,10,"CVG","GRR",268,6,11,0,"N",0,NA,NA,NA,NA,NA
59421,2008,1,21,1,2058,2030,2307,2220,"WN",609,"N382SW",69,50,36,47,28,"MDW","IND",162,7,26,0,"N",0,23,0,19,0,5
2033353,2008,4,7,1,1821,1728,2018,1932,"UA",1139,"N312UA",117,124,101,46,53,"SEA","SFO",679,4,12,0,"N",0,0,0,0,0,46
4887578,2008,9,16,2,1450,1430,1547,1550,"WN",320,"N385SW",57,80,47,-3,20,"DAL","LIT",296,2,8,0,"N",0,NA,NA,NA,NA,NA
4261227,2008,8,11,1,1529,1520,1625,1625,"WN",3315,"N212WN",56,65,38,0,9,"LAS","SNA",226,4,14,0,"N",0,NA,NA,NA,NA,NA
4193603,2008,7,7,1,1121,1105,1212,1204,"CO",779,"N62631",51,59,32,8,16,"IAH","SAT",191,7,12,0,"N",0,NA,NA,NA,NA,NA
1525391,2008,3,1,6,2202,2140,2348,2333,"F9",837,"N920FR",166,173,151,15,22,"DEN","SEA",1024,5,10,0,"N",0,3,0,3,0,9
454511,2008,1,27,7,1307,1250,1611,1550,"9E",2008,"91479E",124,120,101,21,17,"HOU","ATL",696,7,16,0,"N",0,0,0,4,0,17
293860,2008,1,30,3,1318,1310,1921,1938,"US",1530,"N179UW",243,268,223,-17,8,"PHX","PHL",2075,3,17,0,"N",0,NA,NA,NA,NA,NA
5069871,2008,9,3,3,744,706,906,835,"UA",1530,"N457UA",142,149,125,31,38,"PVD","ORD",849,6,11,0,"N",0,31,0,0,0,0
3403167,2008,6,1,7,1327,1305,1513,1440,"MQ",4133,"N507AE",106,95,81,33,22,"ORD","XNA",522,3,22,0,"N",0,22,0,11,0,0
1600904,2008,3,20,4,1600,1330,1830,1445,"MQ",4790,"N707EB",150,75,50,225,150,"DCA","LGA",214,10,90,0,"N",0,0,0,95,0,130
978366,2008,2,21,4,1312,1255,1628,1615,"MQ",3721,"N682AE",136,140,109,13,17,"DFW","SAV",925,4,23,0,"N",0,NA,NA,NA,NA,NA
3258607,2008,6,4,3,1433,1425,1746,1545,"US",1148,"N742PS",193,80,60,121,8,"CLT","DCA",331,4,129,0,"N",0,0,0,121,0,0
6648901,2008,12,12,5,1043,1033,1230,1225,"OO",6169,"N926SW",107,112,88,5,10,"TUL","ORD",585,5,14,0,"N",0,NA,NA,NA,NA,NA
3026503,2008,6,12,4,1039,1000,1157,1115,"WN",2798,"N747SA",78,75,55,42,39,"BUR","SMF",358,5,18,0,"N",0,0,0,3,0,39
185035,2008,1,10,4,1203,1120,1251,1217,"OO",6280,"N918SW",48,57,32,34,43,"SFO","RNO",192,6,10,0,"N",0,34,0,0,0,0
6157457,2008,11,30,7,1102,1010,1242,1200,"UA",1511,"N475UA",100,110,68,42,52,"LAS","SFO",414,17,15,0,"N",0,42,0,0,0,0
169485,2008,1,1,2,2133,2125,2306,2259,"OO",3889,"N866AS",93,94,65,7,8,"SLC","GTF",463,3,25,0,"N",0,NA,NA,NA,NA,NA
1009801,2008,2,22,5,1940,1917,2141,2132,"NW",347,"N371NW",301,315,269,9,23,"DTW","SFO",2079,7,25,0,"N",0,NA,NA,NA,NA,NA
967220,2008,2,5,2,1855,1815,2036,1939,"MQ",3211,"N902AE",101,84,67,57,40,"DFW","AEX",285,5,29,0,"N",0,0,40,17,0,0
1061498,2008,2,12,2,1013,1005,1332,1310,"AA",482,"N490AA",139,125,93,22,8,"DFW","IND",762,13,33,0,"N",0,0,0,14,0,8
81068,2008,1,28,1,2035,2005,2148,2120,"WN",470,"N245WN",73,75,59,28,30,"DEN","ABQ",349,4,10,0,"N",0,28,0,0,0,0
661791,2008,2,20,3,2114,2020,2336,2245,"WN",375,"N746SW",82,85,73,51,54,"ABQ","DAL",580,3,6,0,"N",0,0,0,0,0,51
3388782,2008,6,27,5,1238,1155,1343,1300,"MQ",3572,"N504AE",65,65,45,43,43,"LBB","DFW",282,10,10,0,"N",0,0,0,0,0,43
4222160,2008,7,11,5,947,900,1100,1019,"DL",1521,"N3732J",253,259,238,41,47,"CVG","SAN",1865,6,9,0,"N",0,3,0,0,0,38
2929163,2008,5,24,6,1201,1030,1412,1242,"AS",310,"N783AS",131,132,102,90,91,"SEA","SFO",679,11,18,0,"N",0,0,0,90,0,0
4783132,2008,8,7,4,2014,1945,2142,2107,"B6",1218,"N247JB",88,82,71,35,29,"BUF","BOS",396,8,9,0,"N",0,0,0,6,0,29
3226593,2008,6,30,1,1001,905,1246,1153,"UA",382,"N303UA",105,108,88,53,56,"ORD","IAD",589,4,13,0,"N",0,12,0,0,0,41
6466790,2008,12,3,3,1604,1535,2146,2115,"WN",3406,"N486WN",222,220,207,31,29,"OAK","HOU",1642,4,11,0,"N",0,29,0,2,0,0
79988,2008,1,27,7,1700,1645,1750,1740,"WN",1253,"N679AA",50,55,38,10,15,"SJC","RNO",188,4,8,0,"N",0,NA,NA,NA,NA,NA
6231136,2008,11,5,3,1004,950,1048,1040,"EV",5157,"N900EV",44,50,25,8,14,"CHA","ATL",106,9,10,0,"N",0,NA,NA,NA,NA,NA
1263900,2008,3,29,6,1356,1350,1908,1905,"WN",2953,"N413WN",192,195,169,3,6,"PHX","MDW",1444,5,18,0,"N",0,NA,NA,NA,NA,NA
6628538,2008,12,13,6,1230,1000,1648,1335,"OO",4834,"N440SW",198,155,109,193,150,"SLC","TUL",926,4,85,0,"N",0,0,137,43,0,13
4233108,2008,8,3,7,2056,1930,2315,2155,"WN",2033,"N608SW",79,85,66,80,86,"BNA","CLE",448,3,10,0,"N",0,0,0,0,0,80
